"","group","Pig","Sample.type","Day","Treatment","All","Order","value","value2"
"2304","X9P264R1Dm3",264,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Pirellulales",0,0
"2305","X9P265R1D0",265,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Pirellulales",0,0
"2306","X9P265R1D7",265,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Pirellulales",0,0
"2307","X9P265R1Dm3",265,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Pirellulales",0.000773993808049536,0.0042999656002752
"2308","X9P266R2Dm3",266,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0.000770416024653313,0.00385208012326656
"2309","X9P267R2D0",267,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Pirellulales",0,0
"2310","X9P267R2Dm3",267,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0,0
"2311","X9P268R2Dm3",268,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0,0
"2312","X9P269R2D0",269,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Pirellulales",0.000769822940723634,0.0153964588144727
"2313","X9P269R2Dm3",269,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0,0
"2314","X9P270R2Dm3",270,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0,0
"2315","X9P271R2D7",271,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Pirellulales",0,0
"2316","X9P271R2Dm3",271,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0,0
"2317","X9P272R2D7",272,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Pirellulales",0,0
"2318","X9P272R2Dm3",272,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0,0
"2319","X9P273R2D7",273,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Pirellulales",0,0
"2320","X9P273R2Dm3",273,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0.00232558139534884,0.0116279069767442
"2321","X9P274R2D7",274,"Fecal or Fecal swab","7","INF_OralOTC","7_INF_OralOTC","Pirellulales",0.00540540540540541,0.0540540540540541
"2322","X9P274R2Dm3",274,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0,0
"2323","X9P275R2D7",275,"Fecal or Fecal swab","7","INF_OralOTC","7_INF_OralOTC","Pirellulales",0,0
"2324","X9P275R2Dm3",275,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0.00462962962962963,0.0231481481481481
"2325","X9P276R2Dm3",276,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0.00854700854700855,0.0427350427350427
"2326","X9P277R2Dm3",277,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0.00309837335398916,0.0154918667699458
"2327","X9P278R2D0",278,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Pirellulales",0,0
"2328","X9P278R2Dm3",278,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0,0
"2329","X9P279R2Dm3",279,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0,0
"2330","X9P280R2D0",280,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Pirellulales",0,0
"2331","X9P280R2Dm3",280,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0,0
"2332","X9P281R2D7",281,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Pirellulales",0,0
"2333","X9P281R2Dm3",281,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0,0
"2334","X9P282R2D7",282,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Pirellulales",0,0
"2335","X9P282R2Dm3",282,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0,0
"2336","X9P283R2D7",283,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Pirellulales",0,0
"2337","X9P283R2Dm3",283,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0.00154440154440154,0.00772200772200772
"2338","X9P284R2D0",284,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Pirellulales",0.00153964588144727,0.0307929176289453
"2339","X9P284R2D7",284,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Pirellulales",0,0
"2340","X9P284R2Dm3",284,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0.000771604938271605,0.00385802469135802
"2341","X9P285R2D7",285,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Pirellulales",0,0
"2342","X9P285R2Dm3",285,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Pirellulales",0.00697674418604651,0.0348837209302326
"2343","X9P286R3D0",286,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Pirellulales",0.0015420200462606,0.0118616926635431
"2344","X9P286R3Dm3",286,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Pirellulales",0,0
"2345","X9P287R3Dm3",287,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Pirellulales",0.00311284046692607,0.0194552529182879
"2346","X9P288R3Dm3",288,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Pirellulales",0.0015420200462606,0.00963762528912876
"2347","X9P289R3Dm3",289,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Pirellulales",0.000771604938271605,0.00482253086419753
"2348","X9P290R3D0",290,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Pirellulales",0.00231839258114374,0.0178337890857211
"2349","X9P290R3Dm3",290,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Pirellulales",0.00077639751552795,0.00485248447204969
"2350","X9P291R3D0",291,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Pirellulales",0,0
"2351","X9P291R3D7",291,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Pirellulales",0.000770416024653313,0.00770416024653313
"2352","X9P292R3D7",292,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Pirellulales",0.00154559505409583,0.0154559505409583
"2353","X9P292R3Dm3",292,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Pirellulales",0.00155038759689922,0.00968992248062015
"2354","X9P293R3D0",293,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Pirellulales",0,0
"2355","X9P293R3D7",293,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Pirellulales",0.000772200772200772,0.00772200772200772
"2356","X9P293R3Dm3",293,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Pirellulales",0.000769230769230769,0.00480769230769231
"2357","X9P294R3D7",294,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Pirellulales",0.00154679040989946,0.0154679040989946
"2358","X9P294R3Dm3",294,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Pirellulales",0.000770416024653313,0.00481510015408321
"2359","X9P295R3D0",295,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Pirellulales",0,0
"2360","X9P295R3D7",295,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Pirellulales",0,0
"2361","X9P295R3Dm3",295,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Pirellulales",0,0
"2362","X9P296R3D0",296,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Pirellulales",0,0
"2363","X9P296R3Dm3",296,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Pirellulales",0.000771010023130301,0.00481881264456438
"2364","X9P297R3D0",297,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Pirellulales",0,0
"2365","X9P299R3D0",299,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Pirellulales",0,0
"2366","X9P299R3Dm3",299,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Pirellulales",0,0
"2367","X9P300R3D0",300,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Pirellulales",0,0
"2368","X9P300R3Dm3",300,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Pirellulales",0,0
"2369","X9P301R3D0",301,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Pirellulales",0,0
"2370","X9P301R3D7",301,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Pirellulales",0,0
"2371","X9P301R3Dm3",301,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Pirellulales",0,0
"2372","X9P302R3D0",302,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Pirellulales",0,0
"2373","X9P302R3D7",302,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Pirellulales",0.000773993808049536,0.00773993808049536
"2374","X9P302R3Dm3",302,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Pirellulales",0,0
"2375","X9P303R3D7",303,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Pirellulales",0.0023130300693909,0.023130300693909
"2376","X9P304R3D0",304,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Pirellulales",0,0
"2377","X9P304R3D7",304,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Pirellulales",0.00154083204930663,0.0154083204930663
"2378","X9P304R3Dm3",304,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Pirellulales",0,0
"2379","X9P305R3D0",305,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Pirellulales",0,0
"2380","X9P305R3D7",305,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Pirellulales",0,0
"2381","X9P305R3Dm3",305,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Pirellulales",0.000770416024653313,0.00481510015408321
"2382","X9P306R4Dm3",306,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Pirellulales",0.00309837335398916,0.0193648334624322
"2383","X9P307R4Dm3",307,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Pirellulales",0.00388802488335925,0.0243001555209953
"2384","X9P308R4D0",308,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Pirellulales",0,0
"2385","X9P308R4Dm3",308,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Pirellulales",0.00464037122969838,0.0290023201856148
"2386","X9P309R4D0",309,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Pirellulales",0.000769822940723634,0.0109974705817662
"2387","X9P310R4D0",310,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Pirellulales",0,0
"2388","X9P310R4Dm3",310,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Pirellulales",0.00231660231660232,0.0144787644787645
"2389","X9P311R4D7",311,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Pirellulales",0,0
"2390","X9P311R4Dm3",311,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Pirellulales",0.00466200466200466,0.0291375291375291
"2391","X9P312R4D7",312,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Pirellulales",0,0
"2392","X9P312R4Dm3",312,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Pirellulales",0,0
"2393","X9P313R4D7",313,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Pirellulales",0.00153964588144727,0.0153964588144727
"2394","X9P313R4Dm3",313,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Pirellulales",0.000772797527047913,0.00482998454404946
"2395","X9P314R4D7",314,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Pirellulales",0,0
"2396","X9P315R4D7",315,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Pirellulales",0,0
"2397","X9P316R4Dm3",316,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Pirellulales",0,0
"2398","X9P317R4D0",317,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Pirellulales",0,0
"2399","X9P317R4Dm3",317,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Pirellulales",0,0
"2400","X9P319R4Dm3",319,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Pirellulales",0,0
"2401","X9P320R4D0",320,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Pirellulales",0,0
"2402","X9P320R4Dm3",320,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Pirellulales",0,0
"2403","X9P321R4D7",321,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Pirellulales",0,0
"2404","X9P321R4Dm3",321,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Pirellulales",0.00543900543900544,0.033993783993784
"2405","X9P322R4D0",322,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Pirellulales",0,0
"2406","X9P322R4D7",322,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Pirellulales",0,0
"2407","X9P322R4Dm3",322,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Pirellulales",0,0
"2408","X9P323R4D7",323,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Pirellulales",0,0
"2409","X9P323R4Dm3",323,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Pirellulales",0.000772797527047913,0.00482998454404946
"2410","X9P324R4D0",324,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Pirellulales",0.000775795190069822,0.0110827884295689
"2411","X9P324R4D7",324,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Pirellulales",0.000773993808049536,0.00773993808049536
"2412","X9P324R4Dm3",324,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Pirellulales",0.0123839009287926,0.0773993808049536
"2413","X9P325R4D7",325,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Pirellulales",0.00155642023346304,0.0155642023346304
"2414","X9P325R4Dm3",325,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Pirellulales",0.00155884645362432,0.00974279033515199
"2415","X9P246R1Dm3",246,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0,0
"2416","X9P247R1Dm3",247,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0,0
"2417","X9P248R1Dm3",248,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0,0
"2418","X9P249R1Dm3",249,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0.0038550501156515,0.0214169450869528
"2419","X9P250R1D0",250,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Gastranaerophilales",0,0
"2420","X9P250R1Dm3",250,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0,0
"2421","X9P251R1D7",251,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Gastranaerophilales",0.0139211136890951,0.174013921113689
"2422","X9P251R1Dm3",251,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0.00154440154440154,0.00858000858000858
"2423","X9P252R1Dm3",252,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0,0
"2424","X9P253R1D7",253,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Gastranaerophilales",0.00308880308880309,0.0386100386100386
"2425","X9P253R1Dm3",253,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0.00232378001549187,0.0129098889749548
"2426","X9P254R1Dm3",254,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0.00388198757763975,0.0215665976535542
"2427","X9P255R1D0",255,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Gastranaerophilales",0,0
"2428","X9P255R1D7",255,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Gastranaerophilales",0.0046260601387818,0.0578257517347725
"2429","X9P255R1Dm3",255,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0,0
"2430","X9P257R1D0",257,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Gastranaerophilales",0,0
"2431","X9P257R1Dm3",257,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0.00154559505409583,0.00858663918942126
"2432","X9P258R1D0",258,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Gastranaerophilales",0,0
"2433","X9P258R1Dm3",258,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0,0
"2434","X9P259R1D0",259,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Gastranaerophilales",0,0
"2435","X9P259R1Dm3",259,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0.00153964588144727,0.00855358823026259
"2436","X9P261R1D0",261,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Gastranaerophilales",0.00386100386100386,0.0429000429000429
"2437","X9P261R1D7",261,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Gastranaerophilales",0.000772797527047913,0.00965996908809892
"2438","X9P261R1Dm3",261,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0,0
"2439","X9P262R1D7",262,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Gastranaerophilales",0.00925212027756361,0.115651503469545
"2440","X9P262R1Dm3",262,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0,0
"2441","X9P263R1D0",263,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Gastranaerophilales",0.00386398763523957,0.0429331959471063
"2442","X9P263R1D7",263,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Gastranaerophilales",0.000769230769230769,0.00961538461538462
"2443","X9P263R1Dm3",263,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0.0030840400925212,0.0171335560695622
"2444","X9P264R1D0",264,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Gastranaerophilales",0,0
"2445","X9P264R1D7",264,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Gastranaerophilales",0,0
"2446","X9P264R1Dm3",264,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0.000769822940723634,0.0042767941151313
"2447","X9P265R1D0",265,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Gastranaerophilales",0,0
"2448","X9P265R1D7",265,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Gastranaerophilales",0.000770416024653313,0.00963020030816641
"2449","X9P265R1Dm3",265,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Gastranaerophilales",0.000773993808049536,0.0042999656002752
"2450","X9P266R2Dm3",266,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0,0
"2451","X9P267R2D0",267,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Gastranaerophilales",0,0
"2452","X9P267R2Dm3",267,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0,0
"2453","X9P268R2Dm3",268,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0,0
"2454","X9P269R2D0",269,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Gastranaerophilales",0.000769822940723634,0.0153964588144727
"2455","X9P269R2Dm3",269,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0.00232198142414861,0.011609907120743
"2456","X9P270R2Dm3",270,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0,0
"2457","X9P271R2D7",271,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Gastranaerophilales",0.0023130300693909,0.023130300693909
"2458","X9P271R2Dm3",271,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0.000771604938271605,0.00385802469135802
"2459","X9P272R2D7",272,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Gastranaerophilales",0.00154320987654321,0.0154320987654321
"2460","X9P272R2Dm3",272,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0,0
"2461","X9P273R2D7",273,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Gastranaerophilales",0,0
"2462","X9P273R2Dm3",273,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0.000775193798449612,0.00387596899224806
"2463","X9P274R2D7",274,"Fecal or Fecal swab","7","INF_OralOTC","7_INF_OralOTC","Gastranaerophilales",0.000772200772200772,0.00772200772200772
"2464","X9P274R2Dm3",274,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0,0
"2465","X9P275R2D7",275,"Fecal or Fecal swab","7","INF_OralOTC","7_INF_OralOTC","Gastranaerophilales",0.0015552099533437,0.015552099533437
"2466","X9P275R2Dm3",275,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0.0115740740740741,0.0578703703703704
"2467","X9P276R2Dm3",276,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0.00155400155400155,0.00777000777000777
"2468","X9P277R2Dm3",277,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0,0
"2469","X9P278R2D0",278,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Gastranaerophilales",0.00386100386100386,0.0772200772200772
"2470","X9P278R2Dm3",278,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0,0
"2471","X9P279R2Dm3",279,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0,0
"2472","X9P280R2D0",280,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Gastranaerophilales",0,0
"2473","X9P280R2Dm3",280,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0,0
"2474","X9P281R2D7",281,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Gastranaerophilales",0.000770416024653313,0.00770416024653313
"2475","X9P281R2Dm3",281,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0,0
"2476","X9P282R2D7",282,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Gastranaerophilales",0.00153964588144727,0.0153964588144727
"2477","X9P282R2Dm3",282,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0,0
"2478","X9P283R2D7",283,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Gastranaerophilales",0,0
"2479","X9P283R2Dm3",283,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0,0
"2480","X9P284R2D0",284,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Gastranaerophilales",0,0
"2481","X9P284R2D7",284,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Gastranaerophilales",0,0
"2482","X9P284R2Dm3",284,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0.000771604938271605,0.00385802469135802
"2483","X9P285R2D7",285,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Gastranaerophilales",0.0069284064665127,0.069284064665127
"2484","X9P285R2Dm3",285,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Gastranaerophilales",0.013953488372093,0.0697674418604651
"2485","X9P286R3D0",286,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Gastranaerophilales",0,0
"2486","X9P286R3Dm3",286,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Gastranaerophilales",0.000771010023130301,0.00481881264456438
"2487","X9P287R3Dm3",287,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Gastranaerophilales",0.00155642023346304,0.00972762645914397
"2488","X9P288R3Dm3",288,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Gastranaerophilales",0.00925212027756361,0.0578257517347725
"2489","X9P289R3Dm3",289,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Gastranaerophilales",0.00617283950617284,0.0385802469135802
"2490","X9P290R3D0",290,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Gastranaerophilales",0,0
"2491","X9P290R3Dm3",290,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Gastranaerophilales",0,0
"2492","X9P291R3D0",291,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Gastranaerophilales",0,0
"2493","X9P291R3D7",291,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Gastranaerophilales",0.00462249614791988,0.0462249614791988
"2494","X9P292R3D7",292,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Gastranaerophilales",0.00463678516228748,0.0463678516228748
"2495","X9P292R3Dm3",292,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Gastranaerophilales",0.0062015503875969,0.0387596899224806
"2496","X9P293R3D0",293,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Gastranaerophilales",0,0
"2497","X9P293R3D7",293,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Gastranaerophilales",0.00308880308880309,0.0308880308880309
"2498","X9P293R3Dm3",293,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Gastranaerophilales",0,0
"2499","X9P294R3D7",294,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Gastranaerophilales",0.0116009280742459,0.116009280742459
"2500","X9P294R3Dm3",294,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Gastranaerophilales",0,0
"2501","X9P295R3D0",295,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Gastranaerophilales",0,0
"2502","X9P295R3D7",295,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Gastranaerophilales",0.0162162162162162,0.162162162162162
"2503","X9P295R3Dm3",295,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Gastranaerophilales",0.000769822940723634,0.00481139337952271
"2504","X9P296R3D0",296,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Gastranaerophilales",0,0
"2505","X9P296R3Dm3",296,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Gastranaerophilales",0,0
"2506","X9P297R3D0",297,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Gastranaerophilales",0,0
"2507","X9P299R3D0",299,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Gastranaerophilales",0,0
